      Date |  RC | Close  | SMA F… | SMA S… |    S1 |    S2 | ORDER    | FUNDS   | POS… | BALANCE
2020-12-03 | 232 | 211.51 | 214.86 | 215.58 | False |  True | -1000.00 | 1101.97 | 0.00 | 1101.97
2020-12-04 | 233 | 210.74 | 213.34 | 215.30 | False |  True | -1000.00 | 1101.97 | 0.00 | 1101.97
2020-12-07 | 234 | 208.89 | 211.63 | 214.92 | False |  True | -1000.00 | 1101.97 | 0.00 | 1101.97
2020-12-08 | 235 | 208.39 | 210.08 | 214.67 | False |  True | -1000.00 | 1101.97 | 0.00 | 1101.97
2020-12-09 | 236 | 208.69 | 209.64 | 214.44 | False |  True | -1000.00 | 1101.97 | 0.00 | 1101.97
2020-12-10 | 237 | 208.04 | 208.95 | 213.94 | False |  True | -1000.00 | 1101.97 | 0.00 | 1101.97
2020-12-11 | 238 | 207.76 | 208.35 | 213.68 | False |  True | -1000.00 | 1101.97 | 0.00 | 1101.97
2020-12-14 | 239 | 211.92 | 208.96 | 213.61 | False |  True | -1000.00 | 1101.97 | 0.00 | 1101.97
2020-12-15 | 240 | 214.86 | 210.25 | 213.52 | False |  True | -1000.00 | 1101.97 | 0.00 | 1101.97
2020-12-16 | 241 | 213.80 | 211.28 | 213.41 | False |  True | -1000.00 | 1101.97 | 0.00 | 1101.97
2020-12-17 | 242 | 214.25 | 212.52 | 213.34 | False |  True | -1000.00 | 1101.97 | 0.00 | 1101.97
2020-12-18 | 243 | 215.08 | 213.98 | 213.34 |  True | False |  1000.00 |   25.57 | 5.00 | 1100.97
2020-12-21 | 244 | 211.67 | 213.93 | 213.22 |  True | False |  1000.00 |   25.57 | 5.00 | 1083.92
2020-12-22 | 245 | 211.92 | 213.34 | 212.97 |  True | False |  1000.00 |   25.57 | 5.00 | 1085.17
2020-12-23 | 246 | 212.02 | 212.99 | 212.58 |  True | False |  1000.00 |   25.57 | 5.00 | 1085.67
2020-12-24 | 247 | 211.39 | 212.42 | 212.19 |  True | False |  1000.00 |   25.57 | 5.00 | 1082.52
2020-12-28 | 248 | 214.02 | 212.20 | 211.97 |  True | False |  1000.00 |   25.57 | 5.00 | 1095.67
2020-12-29 | 249 | 212.71 | 212.41 | 211.73 |  True | False |  1000.00 |   25.57 | 5.00 | 1089.12
2020-12-30 | 250 | 211.56 | 212.34 | 211.50 |  True | False |  1000.00 |   25.57 | 5.00 | 1083.37
2020-12-31 | 251 | 214.58 | 212.85 | 211.69 |  True | False |  1000.00 |   25.57 | 5.00 | 1098.47
2021-01-04 | 252 | 210.22 | 212.62 | 211.63 |  True | False |  1000.00 |   25.57 | 5.00 | 1076.67
2021-01-05 | 253 | 211.48 | 212.11 | 211.66 |  True | False |  1000.00 |   25.57 | 5.00 | 1082.97
2021-01-06 | 254 | 211.00 | 211.77 | 211.77 | False |  True | -1000.00 | 1079.57 | 0.00 | 1079.57
2021-01-07 | 255 | 211.98 | 211.85 | 211.95 | False |  True | -1000.00 | 1079.57 | 0.00 | 1079.57
2021-01-08 | 256 | 215.87 | 212.11 | 212.31 | False |  True | -1000.00 | 1079.57 | 0.00 | 1079.57
2021-01-11 | 257 | 214.23 | 212.91 | 212.62 |  True | False |  1000.00 |    7.42 | 5.00 | 1078.57
2021-01-12 | 258 | 211.60 | 212.94 | 212.81 |  True | False |  1000.00 |    7.42 | 5.00 | 1065.42
2021-01-13 | 259 | 212.09 | 213.15 | 212.82 |  True | False |  1000.00 |    7.42 | 5.00 | 1067.87
2021-01-14 | 260 | 208.50 | 212.46 | 212.50 | False |  True | -1000.00 | 1048.92 | 0.00 | 1048.92
2021-01-15 | 261 | 209.91 | 211.27 | 212.30 | False |  True | -1000.00 | 1048.92 | 0.00 | 1048.92
2021-01-19 | 262 | 209.09 | 210.24 | 212.05 | False |  True | -1000.00 | 1048.92 | 0.00 | 1048.92
2021-01-20 | 263 | 213.63 | 210.64 | 211.97 | False |  True | -1000.00 | 1048.92 | 0.00 | 1048.92
2021-01-21 | 264 | 213.53 | 210.93 | 212.07 | False |  True | -1000.00 | 1048.92 | 0.00 | 1048.92
2021-01-22 | 265 | 213.38 | 211.91 | 212.14 | False |  True | -1000.00 | 1048.92 | 0.00 | 1048.92
2021-01-25 | 266 | 213.34 | 212.59 | 212.21 |  True | False |  1000.00 |  194.56 | 4.00 | 1047.92
2021-01-26 | 267 | 215.38 | 213.85 | 212.41 |  True | False |  1000.00 |  194.56 | 4.00 | 1056.08
2021-01-27 | 268 | 207.00 | 212.53 | 212.05 |  True | False |  1000.00 |  194.56 | 4.00 | 1022.56
2021-01-28 | 269 | 206.82 | 211.18 | 211.76 | False |  True | -1000.00 | 1020.84 | 0.00 | 1020.84
2021-01-29 | 270 | 207.84 | 210.08 | 211.57 | False |  True | -1000.00 | 1020.84 | 0.00 | 1020.84
2021-02-01 | 271 | 207.93 | 208.99 | 211.24 | False |  True | -1000.00 | 1020.84 | 0.00 | 1020.84
2021-02-02 | 272 | 209.76 | 207.87 | 211.22 | False |  True | -1000.00 | 1020.84 | 0.00 | 1020.84
2021-02-03 | 273 | 208.71 | 208.21 | 211.08 | False |  True | -1000.00 | 1020.84 | 0.00 | 1020.84
2021-02-04 | 274 | 211.03 | 209.05 | 211.08 | False |  True | -1000.00 | 1020.84 | 0.00 | 1020.84
2021-02-05 | 275 | 212.58 | 210.00 | 211.11 | False |  True | -1000.00 | 1020.84 | 0.00 | 1020.84
2021-02-08 | 276 | 211.58 | 210.73 | 210.90 | False |  True | -1000.00 | 1020.84 | 0.00 | 1020.84
2021-02-09 | 277 | 215.98 | 211.98 | 210.98 |  True | False |  1000.00 |  155.92 | 4.00 | 1019.84
2021-02-10 | 278 | 214.40 | 213.11 | 211.12 |  True | False |  1000.00 |  155.92 | 4.00 | 1013.52
2021-02-11 | 279 | 214.27 | 213.76 | 211.23 |  True | False |  1000.00 |  155.92 | 4.00 | 1013.00
2021-02-12 | 280 | 213.90 | 214.03 | 211.50 |  True | False |  1000.00 |  155.92 | 4.00 | 1011.52
2021-02-16 | 281 | 215.03 | 214.72 | 211.76 |  True | False |  1000.00 |  155.92 | 4.00 | 1016.04
2021-02-17 | 282 | 213.45 | 214.21 | 211.98 |  True | False |  1000.00 |  155.92 | 4.00 | 1009.72
2021-02-18 | 283 | 215.43 | 214.42 | 212.07 |  True | False |  1000.00 |  155.92 | 4.00 | 1017.64
2021-02-19 | 284 | 212.24 | 214.01 | 212.00 |  True | False |  1000.00 |  155.92 | 4.00 | 1004.88
2021-02-22 | 285 | 212.06 | 213.64 | 211.94 |  True | False |  1000.00 |  155.92 | 4.00 | 1004.16
2021-02-23 | 286 | 211.32 | 212.90 | 211.84 |  True | False |  1000.00 |  155.92 | 4.00 | 1001.20
2021-02-24 | 287 | 213.27 | 212.86 | 211.73 |  True | False |  1000.00 |  155.92 | 4.00 | 1009.00
2021-02-25 | 288 | 210.95 | 211.97 | 211.93 |  True | False |  1000.00 |  155.92 | 4.00 |  999.72
2021-02-26 | 289 | 206.14 | 210.75 | 211.89 | False |  True | -1000.00 |  979.48 | 0.00 |  979.48
2021-03-01 | 290 | 208.25 | 209.99 | 211.91 | False |  True | -1000.00 |  979.48 | 0.00 |  979.48
2021-03-02 | 291 | 208.67 | 209.46 | 211.95 | False |  True | -1000.00 |  979.48 | 0.00 |  979.48
2021-03-03 | 292 | 205.82 | 207.97 | 211.75 | False |  True | -1000.00 |  979.48 | 0.00 |  979.48
2021-03-04 | 293 | 204.84 | 206.74 | 211.56 | False |  True | -1000.00 |  979.48 | 0.00 |  979.48
2021-03-05 | 294 | 207.37 | 206.99 | 211.38 | False |  True | -1000.00 |  979.48 | 0.00 |  979.48
2021-03-08 | 295 | 209.11 | 207.16 | 211.20 | False |  True | -1000.00 |  979.48 | 0.00 |  979.48
2021-03-09 | 296 | 208.55 | 207.14 | 211.05 | False |  True | -1000.00 |  979.48 | 0.00 |  979.48
2021-03-10 | 297 | 213.31 | 208.64 | 210.92 | False |  True | -1000.00 |  979.48 | 0.00 |  979.48
2021-03-11 | 298 | 211.57 | 209.98 | 210.78 | False |  True | -1000.00 |  979.48 | 0.00 |  979.48
2021-03-12 | 299 | 212.34 | 210.98 | 210.68 |  True | False |  1000.00 |  129.12 | 4.00 |  978.48
2021-03-15 | 300 | 220.46 | 213.25 | 211.01 |  True | False |  1000.00 |  129.12 | 4.00 | 1010.96
2021-03-16 | 301 | 219.86 | 215.51 | 211.25 |  True | False |  1000.00 |  129.12 | 4.00 | 1008.56
2021-03-17 | 302 | 224.11 | 217.67 | 211.78 |  True | False |  1000.00 |  129.12 | 4.00 | 1025.56
2021-03-18 | 303 | 222.90 | 219.93 | 212.16 |  True | False |  1000.00 |  129.12 | 4.00 | 1020.72
2021-03-19 | 304 | 222.44 | 221.95 | 212.67 |  True | False |  1000.00 |  129.12 | 4.00 | 1018.88
2021-03-22 | 305 | 225.07 | 222.88 | 213.32 |  True | False |  1000.00 |  129.12 | 4.00 | 1029.40
2021-03-23 | 306 | 224.37 | 223.78 | 213.97 |  True | False |  1000.00 |  129.12 | 4.00 | 1026.60
2021-03-24 | 307 | 224.05 | 223.77 | 214.51 |  True | False |  1000.00 |  129.12 | 4.00 | 1025.32
2021-03-25 | 308 | 224.20 | 224.03 | 215.17 |  True | False |  1000.00 |  129.12 | 4.00 | 1025.92
2021-03-26 | 309 | 225.21 | 224.58 | 216.12 |  True | False |  1000.00 |  129.12 | 4.00 | 1029.96
2021-03-29 | 310 | 227.35 | 225.04 | 217.08 |  True | False |  1000.00 |  129.12 | 4.00 | 1038.52
2021-03-30 | 311 | 224.98 | 225.16 | 217.90 |  True | False |  1000.00 |  129.12 | 4.00 | 1029.04
2021-03-31 | 312 | 224.14 | 225.18 | 218.81 |  True | False |  1000.00 |  129.12 | 4.00 | 1025.68
2021-04-01 | 313 | 225.21 | 225.38 | 219.83 |  True | False |  1000.00 |  129.12 | 4.00 | 1029.96
2021-04-05 | 314 | 228.85 | 226.11 | 220.90 |  True | False |  1000.00 |  129.12 | 4.00 | 1044.52
2021-04-06 | 315 | 231.91 | 227.02 | 222.04 |  True | False |  1000.00 |  129.12 | 4.00 | 1056.76
2021-04-07 | 316 | 232.61 | 228.54 | 223.25 |  True | False |  1000.00 |  129.12 | 4.00 | 1059.56
2021-04-08 | 317 | 230.25 | 229.77 | 224.09 |  True | False |  1000.00 |  129.12 | 4.00 | 1050.12
2021-04-09 | 318 | 231.48 | 231.02 | 225.09 |  True | False |  1000.00 |  129.12 | 4.00 | 1055.04
2021-04-12 | 319 | 230.96 | 231.44 | 226.02 |  True | False |  1000.00 |  129.12 | 4.00 | 1052.96
2021-04-13 | 320 | 231.32 | 231.32 | 226.56 |  True | False |  1000.00 |  129.12 | 4.00 | 1054.40
2021-04-14 | 321 | 230.31 | 230.86 | 227.09 |  True | False |  1000.00 |  129.12 | 4.00 | 1050.36
2021-04-15 | 322 | 231.28 | 231.07 | 227.44 |  True | False |  1000.00 |  129.12 | 4.00 | 1054.24
2021-04-16 | 323 | 233.08 | 231.39 | 227.95 |  True | False |  1000.00 |  129.12 | 4.00 | 1061.44
2021-04-19 | 324 | 231.81 | 231.56 | 228.42 |  True | False |  1000.00 |  129.12 | 4.00 | 1056.36
2021-04-20 | 325 | 233.01 | 231.90 | 228.82 |  True | False |  1000.00 |  129.12 | 4.00 | 1061.16
